"Title","Category","Mission, Purpose, and Organization Description","Contact Information Email","Members","Status","Test ","Attachments","Social Media"
"Turkish Student Association ","Cultural","Our mission is to elevate the Turkish community globally through cultural alliance, professional development, and opportunities.","exd220015@utdallas.edu","42","Active",,"0","https://www.instagram.com/tsautd"
"Girls Who Code","Academic Interests, Social","Girls Who Code is an international nonprofit organization that aims to support and increase the number of women in computer science.","kmv200000@utdallas.edu","30","Active",,"0","https://www.instagram.com/utdgwc/"
"The Taekwondo Club at The University of Texas at Dallas","[""Recreation""]","The Taekwondo Club at The University of Texas at Dallas is a recreational group that aims to teach Taekwondo to students of all skill levels who are interested in the sport. The curriculum includes patterns, sparring, and general kicking techniques. This organization also aims to provide a community for students to support each other and socialize.","Colin.Mckenzie@UTDallas.edu","30","Active",,"1",
"Comets United Against Cancer","Services","Comets United Against Cancer is a student organization working to spread awareness on our campus about all forms of cancer and their impact by: hosting informational/educational meetings, providing service opportunities benefitting cancer patients, as well as fundraising money for cancer-related research and organizations. ","yxg161430@utdallas.edu","14","Active",,"0","https://www.instagram.com/utdcuac/"
"Association for Computing Machinery","Academic Interests, Educational/Departmental, Services","We're a team of students with one goal: building a greater, more collaborative computing community at The University of Texas at Dallas. We offer several semester-long programs to help UTD students hone their computer science skills including Projects, Research, Mentor Program, and Technical Interview Prep (TIP). We also have teams that work with our sponsors, team-bonding events, create our marketing, and run HackUTD, the largest hackathon in Texas and the second largest in the US.","MDH220000@utdallas.edu","108","Active",,"0","https://www.instagram.com/acmutd/"
"Splatoon at UTD","Special Interest, Recreation","To facilitate a thriving casual community of Splatoon players at UT Dallas and provide resources and space for students interested in competing in collegiate Splatoon tournaments. We strive to provide versatile events to bring together students interested in playing Splatoon in community settings and within a variety of skill levels, while also introducing people to the competitive scene and providing resources to get further involved.","oss210000@utdallas.edu","54","Active",,"0","https://www.instagram.com/splatutd/"
"National Retail Federation Foundation ","[""Academic Interests"",""Educational/Departmental"",""Social ""]","The purpose of the National Retail Federation Foundation is to assist members in leadership development as well as unite in a common professional bond without regard to race, creed, sex, or national origin. To foster an understanding of the functions of labor, entrepreneurial, and management organizations in the American free enterprise system. ","aam200021@utdallas.edu","110","Active",,"0",
"Women in Neuroscience","[""Academic Interests""]","Our purpose is to provide resources, mentorship, and friendship to our members, with the goal of empowering women in the field of neuroscience. We aim to create a network where women who are completing their PhD in Neuroscience are supported in their personal experiences by peers navigating similar experiences. ","hxe150130@utdallas.edu","5","Active",,"0",
"Golden Z Club at UT Dallas","Services, Social","Golden Z Club stands for women's rights and advocates for equality, education, diversifying cultural aspects, and ending child marriage and gender-based violence through international education programs service projects. This organization is dedicated to creating a supportive global community of like-minded professionals from diverse countries and cultures and offers a variety of scholarships (aerospace, business, technology, public affairs, etc.) to its members.","tnk190000@utdallas.edu","15","Active",,"0","https://www.instagram.com/utdgoldenz/"
"Newman Catholic Ministry","Religious","To build a vibrant and lively Catholic community for college students to personally know, encounter, and be radically transformed by the love of God through NCM.","kxp210062@utdallas.edu","100","Active",,"1","https://catholicatutd.com/newman"
"Coalition of Psychology/Psi Chi","Academic Interests, Educational/Departmental","The Coalition of Psychology is a designated educational and social organization that seeks to promote the teachings and services of psychology and bring together students who are a part of BBS or those who are just interested in learning more about psychology and mental health.","btn200001@utdallas.edu","60","Active",,"0","https://www.instagram.com/cop_utd/"
"Magic UTD","[""Special Interest""]","Magic UTD is a community of magicians from all different skill levels and backgrounds. Our goal is to hone and refine our knowledge of magic with fellow magicians and get new people interested in the art form.

We also run magic shows throughout the semester. All members will be given an opportunity to rehearse and perform in front of a live audience. For each show, those interested in performing will gather for scriptwriting and dress rehearsals. It's a great way to show off what you have learned in the semester!

We are a diverse group of students committed to bridging the gap between the possible and the impossible! We would love for you to join us!","kcp210000@utdallas.edu","8","Active",,"0",
"MOVE Texas UTD","[""Educational/Departmental"",""Political"",""Services"",""Social ""]","Our vision is to build the political power of young people to transform democracy in Texas and beyond.","ssv200002@utdallas.edu","6","Active",,"0",
"Astronomy and Cosmology Society ","Social, Special Interest","Our mission is to create and connect a community of students fascinated by the cosmos. We are a special interest club for anyone interested in astronomy, astrophysics, cosmology, etc.","haroon.mangrio@utdallas.edu","30","Active",,"0",
"Neuroscience Graduate Student Association","[""Academic Interests"",""Educational/Departmental"",""Social "",""Services""]","The Neuroscience Graduate Student Association (NGSA) is dedicated to promoting strong bonding in the department through educational and social support among graduate students in the field of neuroscience. NGSA is a student-led organization that values a supportive and inclusive community for diversity, professional development, and social engagement. We provide a platform for graduate students: 1) to connect with one another through social events, 2) to facilitate professional development through networking opportunities, and 3) to build leadership through advocating for each other. As a group, we are committed to providing our members with a supportive and engaging community that facilitates their academic and personal growth. ","vmh180000@utdallas.edu","25","Active",,"0",
"Medical Engineering Association","Academic Interests, Educational/Departmental","Join the Medical Engineering Association and unlock a world of interdisciplinary collaboration where engineering meets healthcare. Dive into workshops, competitions, and projects tailored to cultivate your skills and ignite your passion for medical innovation. Whether you're an engineer, pre-health student, or tech enthusiast, our inclusive community invites you to explore, create, and make a tangible impact on the future of medicine. Open to all levels and planning to launch a community service initiative in Fall 2024.","nxp220061@utdallas.edu","40","Active",,"0","https://linktr.ee/medengutd"
"Effective Altruism UT Dallas","Special Interest","Effective Altruism UT Dallas is a special interest group that aims to promote effective altruism in all its forms, especially the idea of using one’s career to improve the world. Effective Altruism UT Dallas will explain the ideas of effective altruism and provide support to our members on how to put those ideas into practice.","roman@utdallas.edu","5","Active",,"0","https://www.linkedin.com/company/eautd/"
"Comet Wrestling Club","Club Sports, Recreation","Committed to promoting and growing the sport of wrestling. We welcome everyone - beginners and advanced! ","kxr210056@utdallas.edu","40","Active",,"0","https://www.instagram.com/utdwrestling/"
"Comet Soccer Pick-Up","Recreation","The main purpose of this organization is to provide everyone here at UTD the opportunity to be introduced to soccer at a casual level and in the process meet other students that share the same interests.","amt200008@utdallas.edu","6","Active",,"0","https://www.instagram.com/cometsoccerpickup/"
"Students for Middle Eastern Education and Relief","[""Educational/Departmental"",""Services"",""University Department""]","Our club aims to educate UTD students in an effort to reverse stereotypes and misconceptions about the Middle East while raising funds for emergency relief. The purpose of this is to ensure our peers learn about the complexities and immense culture the Middle East has to offer. Our organization will host informational meetings, culture nights, and fundraisers among many other events. ","dnh210002@utdallas.edu","6","Active",,"0",
"Code.exe","Academic Interests","Our organization hopes to make the transition of students with no coding background towards programming-related subjects easy, or if you are already an expert, organize exciting events for you. Code.exe aims to conduct boot camps, expert speaker sessions, mentoring sessions, and hackathons to help students win at coding. As we are based in JSOM, currently, we are exploring R, Statistics, and Python for analytics to create exciting content and events related to the same.","dxs220052@utdallas.edu","28","Active",,"1","https://www.instagram.com/Code.exe_utd/"
"Professional Asian Women-Student Association","Academic Interests, Cultural, Social","PAW(SA)'s mission statement is to let all female Asian students shine in the professional world through networking, inspiring, and empowering. By collaborating with our sponsors, Japanese Career Women (JCW), we aim to connect working Asian women with students to provide social and learning experiences. Come join us for mentorship opportunities, networking, and community bonding!","avt190001@utdallas.edu","20","Active",,"0","https://linktr.ee/pawsa.utd"
"The Product League","Educational/Departmental","The Product League is a student-led organization at the University of Texas at Dallas (UTD) that focuses on product management education and professional development. The organization aims to provide students with a comprehensive understanding of product management through a variety of activities, events, and programs.

Product League offers various workshops, speaker events, and networking opportunities to its members. These events are designed to help students learn about the product management industry, improve their skills, and connect with industry professionals. Additionally, the organization provides its members with access to job postings and internship opportunities in product management.

The organization is run by a team of UTD students who are passionate about product management and dedicated to helping other students succeed in the field. Product League is open to all UTD students who are interested in product management, regardless of their major or background.

Overall, Product League is an excellent resource for UTD students who want to learn more about product management and build a career in the field. By joining the organization, students can gain valuable knowledge and skills, as well as connect with like-minded individuals and industry professionals.","mxr210118@utdallas.edu","97","Active",,"0",
"Alpha Omega Campus Ministry","Religious","We are a diverse, non-denominational church community devoted to spreading the word of God at UTD.","jaf230007@utdalls.edu","5","Active",,"0","https://www.instagram.com/ao_dallaseast/"
"American Medical Women's Association at UT Dallas","Academic Interests, Services, Social","To empower women in medicine","rsv220000@utdallas.edu","277","Active",,"0","https://www.instagram.com/amwautd/"
"Graduate Students in Physics","Academic Interests, Educational/Departmental, Special Interest","Graduate Students in Physics (GSP) seeks to foster interaction between graduate students in physics, solve issues concerning student experience, and provide social and academic opportunities.","Antareep.Gogoi@utdallas.edu","70","Active",,"0",
"Anime Orchestra Ensemble","Art and Music","AOE is a student-led orchestra that focuses on anime and video game music. Our mission is: ""To give people the opportunity to perform non-traditional orchestral music primarily sourced from anime and video games."" and ""To provide a vibrant community within which fans of various series can meet, connect, and further explore their favorite genres.""","Bronwen.Olson@utdallas.edu","84","Active",,"0","https://www.instagram.com/aoedallas/"
"Vietnamese International Network of Culture, Education and Friendship","Cultural","Vincef is an organization dedicated to Vietnamese foreign students at UT Dallas. Our mission is promote cultural exchange, education, and friendship between Vietnam and the international community. Our aim is to build bridges of understanding and mutual respect between nations and cultures, and to contribute to the development of a peaceful and prosperous global society","ppn230000@utdallas.edu","98","Active",,"0","https://www.facebook.com/vincefutd"
"Association of Latino Professionals For America","Academic Interests, Cultural, Educational/Departmental, Social","To empower and develop men and women as leaders of character for the nation, in every sector of the global economy.","Adriana.paez@UTDallas.edu","101","Active",,"0","https://www.instagram.com/alpfa.utd/"
"Philosophy Club","Academic Interests, Educational/Departmental","To grow and foster a love for philosophy at UT Dallas and beyond","reb210005@utdallas.edu","15","Active",,"0","https://linktr.ee/utdphilosophy"
"The Fashion Club at the University of Texas at Dallas","Social","The Fashion Club is a safe haven for creativity and self-expression through fashion. Our mission is to offer a platform for designers and models to express their talents. We work on connecting members with fashion professionals, teach those interested about the fashion industry, and host social events.","lmm200010@utdallas.edu","34","Active",,"0","https://www.instagram.com/utd_fashion/"
"Delta Epsilon Mu, Inc. - Beta Gamma Chapter","Fraternity & Sorority Life, Special Interest","Mission: The siblings of Delta Epsilon Mu are committed to serving the community by advocating health education and care, and through active participation in service activities, fundraising, and outreach programs. Members are given the opportunity to directly participate in health-oriented workshops and discussions, thereby attaining access to pertinent academic and career information through association with professors, advisors, career professionals, alumni members, and fellow active members.

Purpose: The Members of Delta Epsilon Mu, Inc. are committed to serving the community by advocating health education and care, and through active participation in service activities, fundraising, and outreach programs. Members are given the opportunity to directly participate in health-oriented workshops and discussions, thereby attaining access to pertinent academic and career information through association with professors, advisors, career professionals, Alumni Members and fellow Active Members.

Organization Description: Delta Epsilon Mu, Inc. exists to provide an informative, educational, and social setting for all students either pursuing or interested in the health fields.","sxs200273@utdallas.edu","27","Active",,"0","https://www.instagram.com/dem_betagamma/"
"African Student Union","Cultural, Social","We encourage unity and collaboration between African and non-African students at UTD. We welcome African and non-African students to UTD. We host African awareness events and engage all students at UTD so that they may learn African cultures and traditions. We support the beliefs and standards for which UTD stands for. Lastly, we recruit members in order to create a community of people interested in learning about African countries and culture.","ora210000@utdallas.edu","70","Active",,"0","https://www.instagram.com/utdallasasu/"
"Graduate Finance Management Council (GFMC)","Educational/Departmental","The Graduate Finance Management Council (GFMC) is focused on on the needs and interests of graduate finance students. The dedicated GFMC members serve as program ambassadors, mentors, and leaders for the MS Finance program. Their support is critical for program support and student success. Continuing students are encouraged to join and support GFMC.

We strongly believe that our MSF alumni are assets and brand ambassadors for the MSF program as well as a great source of professional guidance for the MSF students.","varsha.br@utdallas.edu","41","Active",,"0","https://www.instagram.com/gfmc_utdallas/"
"The Real Estate Club at UTD","Academic Interests, Social","Mission: To create opportunities for students within the real estate industry that educates, inform and inspires.

Vision: Through programming, education, and alumni & industry engagement the UTD Real Estate Club will provide educational opportunities, enhance the University’s visibility in the real estate community, and help students cultivate opportune relationships. These outcomes will position UTD students to attain employment in the real estate industry’s most coveted career paths.","tomas.llano@utdallas.edu","700","Active",,"0","https://www.instagram.com/recutd/"
"Pokemon League at University of Texas at Dallas","Social, Special Interest, recreation","The Pokémon League at University of Texas at Dallas' mission is to provide a safe and fun community using the shared interest of Pokémon! We build our community through our social media presence and fun, Pokémon related activities.","exe160330@utdallas.edu","15","Active",,"0","https://twitter.com/PkmnLeagueUTD"
"The Comet Symphonique at UT Dallas","Arts and Music","To promote both instrumental music throughout the campus and encourage membership of students with musical experience as well as the desire to be involved in the musical arts, including String Orchestra, Wind Ensemble, Brass Ensemble, Jazz Ensemble, and University Orchestra.","Kme210001@utdallas.edu","132","Active",,"0","https://www.instagram.com/cometsymphonique/"
"Business Professionals of America (BPA) at the University of Texas at Dallas","Educational/Departmental","BPA is an organization for students interested in pursuing a career in business administration, information technology, and other related fields. Students compete across a wide range of events to accomplish its goals of student self-improvement, leadership development, professionalism, community service, career development, public relations, student cooperation and safety and health. BPA is committed to building future professionals who are equipped and prepared to succeed in the workplace.","aik210000@utdallas.edu","24","Active",,"0","https://www.instagram.com/utd_bpa?igsh=OTlmaGl3eXcwM3g4"
"Ascend UTD","Academic Interests, Educational/Departmental","The UT Dallas Chapter of Ascend is one of the largest student chapters. We are committed to fostering the next generation of Asian business leaders. We provide 20+ events for development, mentoring, and networking.We value our members and officers with tons of benefits.","jtd200004@utdallas.edu","50","Active",,"0","https://www.instagram.com/ascendutd/"
"Mechanical Engineering Graduate Association","Academic Interests, Educational/Departmental, Services, Social","The MEGA represents the views and recommendations of the mechanical engineering (ME)
graduate student body across campus and works closely with the Department of Mechanical
Engineering to mutually improve both entities. MEGA operates in a manner to support
diversity, equity, and inclusion.","ipsita.mishra@utdallas.edu","9","Active",,"0","https://www.linkedin.com/company/utd-mega/"
"Medicine, Education, and Development for Low Income Families Everywhere (MEDLIFE)","Academic Interests, Services, Social, Special Interest","Mission: To build a worldwide movement empowering the poor in their fight for equal access to healthcare, education, and a safe home.
Purpose: Empower UT Dallas students to work locally and internationally to assist with infrastructure, development, and relief projects. Provide members with career advancement and networking opportunities, including, but not limited, to pre-health students.","abdullah.haq@utdallas.edu","30","Active",,"0","https://www.instagram.com/medlifeutd/"
"Vietnamese Student Association","Cultural","Spread Vietnamese culture and create a family of close knit members that prioritize adventure and community.","jtl220005@utdallas.edu",,"Active",,"0","https://www.instagram.com/utdvsa/"
"FeelGood","Services, Social","Non-profit volunteer organization and youth engagement program part of the Hunger Project dedicated towards ending extreme poverty by 2030 through social enterprises and the preparation of grilled cheese sandwiches","ssb200007@utdallas.edu","9","Active",,"0","https://www.instagram.com/utd_feelgood/"
"Baking for a Cause ","Services, Social, Special Interest","Our mission is to bake desserts for donation to local homeless shelters while also having fun trying out new recipes together. All skill levels are welcome. We hope to foster an inclusive, welcoming environment where members can have a chance to bond with one another and have fun baking!","rbj200000@utdallas.edu","61","Active",,"0","https://www.instagram.com/utdbakingforacause/"
"Women in Animation at UTD","[""Academic Interests"",""Art and Music"",""Social "",""Special Interest""]","Women in Animation (WIA) at its core is about equal representation. This student club is an extension of
the international non-profit WIA organization and shares the same mission of promoting the
advancement of women, non-binary, and gender queer students pursuing a career in animaton. We
envision a world where we all share equally in the creation, production, and rewards of animation, and
provide resources and connections to make it happen.","eliana.nark@utdallas.edu","40","Active",,"0",
"The Animation Guild at UT Dallas","Academic Interests, Educational/Departmental, Social","The purpose of the Guild shall be to represent and serve students pursuing careers in the animation industry.
This includes but is not limited to:
(1) Providing a fun and welcoming environment to encourage comradery.
(2) Hosting speakers and networking events to spread industry knowledge.
(3) Sharing educational resources to support personal growth and success.","kdn190003@utdallad.edu","40","Active",,"1","https://www.instagram.com/utdallas_ag/"
"The Riichi Mahjong Club","Cultural, Recreation","Mahjong is a traditional Asian game that is unique from all of the other tabletop games. The Riichi Mahjong Club values sportsmanship and the spirit of competition. We encourage important skills like observation, risk management, and strategy. Since there are many international students in UTD and mahjong is famous in Asia, we hope this mahjong club can help American students to touch the Asian culture, and help those international students to find their fellows.","Bcm210002@utdallas.edu","8","Active",,"0",
"Alpha Phi Omega - Alpha Epsilon Zeta","Services","To quote from our official national website: “Alpha Phi Omega is the single most represented gender inclusive service organization in the United States. Since 1925, more than 525,000 members on over 375 campuses, continue to provide more service on more campuses than any other collegiate service organization. Alpha Phi Omega teaches through the principles of leadership, friendship and service that we are architects of our own ambitions and that each of us has the opportunity to develop ourselves to be whatever we seek to be.”","ejf210005@utdallas.edu","26","Active",,"0","https://www.instagram.com/apo_utd/"
"Alpha Eta Mu Beta","Honor Society","Alpha Eta Mu Beta (AEMB) is a National Honor Society designed to recognize and encourage excellence in BME. Students will be notified if they are eligible when within a top percentage of their class and are junior or senior standing. We hope to broaden opportunities for BME students through seminars, lab-like workshops, and mentorship.","Doha.Mahmoud@UTDallas.edu","26","Active",,"0","https://linktr.ee/utdaemb"
"Reformed University Fellowship International","Religious","Reformed University Fellowship International (RUF-I) seeks to welcome and show hospitality to students and scholars from all nations; explore the gospel of Jesus Christ with interested students and scholars; and equip those students and scholars who want to honor and enjoy God in every area of life.","gxp210000@utdallas.edu","5","Active",,"0","https://www.instagram.com/rufinternationalutd/"
"Life Skills Club at The University of Texas at Dallas","Services, Social, Special Interest","Life Skills at UTD is a student-led service organization at the University of Texas at Dallas. The organization will focus on providing fun and practical activities that will allow students to learn important general skills for life. We will focus on individual growth and will cover a broad array of skills that are not specific to students’ major or career path. We also will bring the UTD community together through enjoyable workshops in a stress-free environment, thus allowing people from different academic backgrounds to meet and interact.","rsr200004@utdallas.edu","22","Active",,"0","https://www.instagram.com/lifeskills.utd/"
"Society of Hispanic Professional Engineers","Interests, Art and Music, Cutural, Educational/Departmental, Honor, Services. Social, Special Interest","Empowering and Advancing the Latino Community","zlp200000@utdallas.net","120","Active",,"0",
"American Muslim Women Physician Association at UT Dallas","Academic Interests, Social, Religious","Mission Statement

The mission of the American Muslim Women Physicians Association at UT Dallas is to improve the condition of women’s health, provide a platform for Muslim women in medicine, and raise the awareness of issues regarding community welfare. The UTD chapter aims to promote networking and leadership among students pursuing a career in medicine through research opportunities and preventive health campaigns.

Purpose

The American Muslim Women Physician Association is a 501(c)(3) nonprofit organization that empowers women through improving their health, welfare and brings Muslim women doctors, dentists and healthcare professionals in communication with each other for encouragement and camaraderie.

Description/AMWPA pursues this mission by:

Providing Health Education and Medical Resources for Women.
Advancing Awareness of Issues relating to Women’s Welfare and Community Health.
Providing Resources for the Advancement of Muslim Women in practice of Medicine, Education and Leadership roles.","hxq200003@utdallas.edu","55","Active",,"1","https://www.instagram.com/amwpa.utd/"
"American Association of Petroleum Geologists and Society of Exploration Geophysicists (AAPG and SEG)","Academic Interests, Educational/Departmental","SEG Student Chapter brings together a group of like-minded individuals who share a common interest in
geology geophysics. Providing opportunities for leadership, achievement, and cultivation of ideas, and SEG Student Chapter opens the door for students to actively participate in projects and initiatives that promote the science of geology and geophysics.","rxc220040@utdallas.edu","13","Active",,"0",
"AWS Cloud Club","Academic Interest, Educational/Departmental, Special Interest","The AWS Cloud Club is an official AWS club which is student-driven and focused on teaching cloud via AWS technologies.

The goal of this club is to cover important cloud topics related to security, AI, business analytics, business transformation, etc. in order to better understand AWS and its various use cases. We will provide hands-on ways for students to apply their cloud skills to solve community problems, innovate using cloud services, and get opportunities to hear from people in the cloud industry to deepen their understanding of how cloud works in the real world.","amu210004@utdallas.edu","298","Active",,"0","https://www.instagram.com/utdcloud/"
"Aaja Nachele","Art and Music, Cultural, and Social","We are an organization that hosts a yearly Bollywood fusion competition hosting teams from all around the US, partaking in a national dance circuit known as DDN. We facilitate and set up the competition here in Dallas and ensure we have everything ready and prepped for next year's event.","Rachel.Mathew@utdallas.edu","29","Active",,"0","https://www.instagram.com/aajanachledtx/?hl=en"
"Reasonable Faith UTD","Academic Interests, Religious","Reasonable Faith aims to provide an open-minded, forum-style discussion
focused on the scientific, philosophical, and historical evidence for the truth of
Christianity.","jkk210002@utdallas.edu","30","Active",,"0","https://www.instagram.com/reasonablefaithutd/"
"Young Democratic Socialists of America","Political, Social","UTD YDSA is a youth chapter of the Democratic Socialists of America, and a national organization of recognized campus chapters and several hundred organizers across the country. We are students organizing in our university to fight for the immediate needs of students and workers while building our capacity to fight for more structural changes.","Pxd210030@utdallas.edu","22","Active",,"0","https://www.instagram.com/utdydsa/"
"Planned Parenthood Generation Action UTD","Educational/Departmental, Social","Planned Parenthood Generation Action at UT Dallas is a student-led chapter of Planned Parenthood of Greater Texas, and aims to facilitate the free flow and accessibility of tangible resources and comprehensive information regarding reproductive justice and sexual health. We strive to unite students around fundamental principles of self worth and bodily autonomy in order to foster a safe, inclusive campus community free of stigma and judgment.","gxt210012@utdallas.edu","50","Active",,"0","https://www.instagram.com/ppgen.utd/"
"Bujo Buddies UTD","Art and Music, Social, Special Interest, Recreation","The purpose of this organization will be to provide a creative outlet for those interested in bullet journaling and those who would like to learn more and start a bullet journal to come together, socialize, and share ideas. This organization will fall under the recreational category, as bullet journaling promotes artistic elements and organizational methods such as monthly calendars, to-do lists, and journal entries.","mfm200003@utdallas.edu","200","Active",,"0","https://www.instagram.com/bujobuddiesutd/"
"Black Students for Public Health","Academic Interests, Cultural,  Social","Black Students for Public Health (BSP) is dedicated to preparing underrepresented minority students to promote health equity and eliminate health disparities as future public health leaders. We strive to create an environment for students to discuss and address structural inequalities within the healthcare system through public health initiatives.","claudia.claridy@utdallas.edu","11","Active",,"0","https://www.instagram.com/utdallasbsp/"
"Alzheimer's Foundation of America at UTD ","Services","Our organization is centered around combating the negative side effects of different forms of dementia, primarily Alzheimer's Disease. We volunteer at nursing homes around the area that cater to those with various stages of dementia and spend time doing fun activities with the residents as well as just chatting with them! We essentially just try to be a friend and help combat the isolation/loneliness they may be experiencing.","nitin.chikkodi@utdallas.edu","30","Active",,"0","https://linktr.ee/utdafa?fbclid=PAZXh0bgNhZW0CMTEAAaZ5fiYKLeBwih7PTtarKAK5kgIJcc_HT-r_7PLD9Cdi-frPoWUcONCjWLk_aem_AW4TZ9ytIAe1V2Z146UKIA"
"Raftaar UTD","Art and Music, Cultural, Social, Recreation","We are UTD Raftaar, our goal is to embrace and spread South Asian culture through dance and music. We blend our heritage with our modern upbringing to bring you the most entertaining and culturally immersive experience possible.","jxt200046@utdallas.edu","28","Active",,"0","https://www.instagram.com/utdraftaar/"
"Asian Student Organization ","Cultural, Social, Recreation","The mission of this student-led organization shall be to create a community in which students of all backgrounds may celebrate and promote Asian culture. This organization’s vision is based on the fundamental principles of inclusion, diversity, preservation, and collective growth.","pdq200000@utdallas.edu","40","Active",,"0","https://www.instagram.com/utdaso"
"Kappa Theta Pi","Academic Interests, Educational/Departmental, Fraternity & Sorority Life","Kappa Theta Pi (ΚΘΠ, also known as KTP) is a co-ed professional fraternity specializing in the field of information technology. Kappa Theta Pi was founded on January 10, 2012, in Ann Arbor, Michigan, and is the University of Michigan's first and only professional technology fraternity. The goals of the fraternity are to create bonds between students of Informatics, computer science, business, design, computer engineering, Information,[2] and any others who are interested in technology, to develop networks through facilitation of professional and social growth, and to expose members to career options in the technology field.","Akshaya.Kummetha@utdallas.edu","62","Active",,"0",
"UTD Service Dogs in Training (SIT) FKA Collegiate Canine Companions for Independence","[""Social ""]","Purpose: The purpose of UTD Service Dogs in Training (SIT) is to encourage The University of Texas at Dallas (hereafter referred to as UT Dallas) students, staff, and faculty to serve the community as volunteers for Canine Companions for Independence through puppy raising, fundraising, and spreading assistance dog awareness to UT Dallas and the community with support and guidance from the organization.

Mission: UTD SIT is focused on pairing higher education with the rewarding experience of working with assistance dogs. The organization will accomplish this by “Assisting Outstanding People to Raise Outstanding Assistance Dogs.”

Organization Description: UTD Service Dogs in Training (SIT) is a Canine Companions-affiliated college organization that seeks to pair higher education with the experience of raising and working with service dogs. The organization supports the unique experience of college puppy raisers by spreading service dog awareness, fundraising, training puppy sitters, and by working with UTD staff and faculty to allow for the SIT puppies to go to classes and events.","madison.ibe@utdallas.edu","80","Active",,"0",
"Student Tutors Reviving Identity through Volunteerism and Education","[""Academic Interests"",""Educational/Departmental""]","We strive to empower underprivileged students to overcome language barriers, embrace diversity, and to succeed and thrive beyond primary education.
","kgs190000@utdallas.edu","12","Active",,"0",
"Strings Attached","Art and Music, Cultural, Social, Special Interest","Strings Attached is a social music club based at The University of Texas at Dallas. Strings Attached (abv. StAt) hosts a wide variety of events: these include jam sessions, socials, open mics, and our concerts! The ultimate goal of Strings Attached is to encourage the collaboration of musicians across all genres and walks of life and to provide a place for all students to express their love for music and performance.","peyton.lawrence@utdallas.edu","137","Active",,"0","https://www.instagram.com/strings_attached_utd/"
"Future Healthcare Leaders Alliance ","Academic Interests","Future Healthcare Leaders Alliance is a pre-med organization dedicated to fostering a supportive and diverse community of future health leaders who share a passion for improving lives and advancing health care. Our mission is to foster a supportive and diverse community of future leaders who share a passion for improving lives and advancing health care.","rxm210104@utdallas.edu, msm220000@utdallas.edu","93","Active",,"0","https://www.instagram.com/utdfhla/"
"Helping Hands","Services","We are committed to minimizing the struggles that survivors of domestic violence and sexual assault face. Our purpose is to help fight domestic abuse/violence. We hope to one day live in a world where everyone, regardless of age and gender, feels safe in their homes and amongst their families. We raise awareness and partner with shelters, providing our members with volunteer opportunities for this cause.","kxm190045@utdallas.edu","30","Active",,"0","https://www.instagram.com/helpinghandsutd/?hl=en"
"Alpha Kappa Psi","Fraternity & Sorority Life, Greek, Educational/Departmental","Alpha Kappa Psi (AKPsi), established in 1904, is the oldest and largest professional business fraternity in the world, with over 350 chapters spanning four countries. Our Mu Rho Chapter at UT Dallas continues this legacy of excellence, with a diverse membership that includes students from across academic disciplines and walks of life. From international students to aspiring leaders in tech, finance, consulting, and entrepreneurship, our members reflect the strength of diversity and shared ambition.

What sets AKPsi apart is the depth of our values and the impact of our network. We are not just a fraternity—we are a community bound by a commitment to our five core values: Brotherhood, Service, Integrity, Unity, and Knowledge. These values guide everything we do, from professional development to personal growth, ensuring that each member emerges as a principled business leader ready to make a difference.

Being a Brother in AKPsi goes beyond professional achievements. It’s about finding a family that challenges you, supports you, and celebrates your successes. It’s about mentorship, lifelong friendships, and becoming part of a global network of individuals who share your drive and determination. Joining AKPsi means surrounding yourself with like-minded peers who will inspire you to push boundaries and achieve your full potential.","pss210000@utdallas.edu","118","Active",,"0","https://www.utdakpsi.org/#murho"
"Texas Chi Chapter of Sigma Alpha Epsilon","[""Greek"",""Fraternity & Sorority Life""]","The True Gentleman is the man whose conduct proceeds from good will and an acute sense of propriety, and whose self-control is equal to all emergencies; who does not make the poor man conscious of his poverty, the obscure man of his obscurity, or any man of his inferiority or deformity; who is himself humbled if necessity compels him to humble another; who does not flatter wealth, cringe before power, or boast of his own possessions or achievements; who speaks with frankness but always with sincerity and sympathy; whose deed follows his word; who thinks of the rights and feelings of others, rather than his own; and who appears well in any company, a man with whom honor is sacred and virtue safe.","dharius.daduya@utdallas.edu","14","Active",,"0",
"Korean Language Club","Social","KLC is an educational / cultural club designed to help and individuals in UT Dallas who are willing to improve their Korean language skills or get more involved in exploring Korean culture. KLC provides weekly Korean classes volunteered by native / advanced students in UT Dallas, along with bi-weekly social events for community, cultural, and language exchange.","jxl180111@utdallas.edu","80","Active",,"1",
"Teen Learning Wizards","Services","Our mission is to provide quality and free academic mentorship for students from underprivileged communities.","Idrees.Sayeed@UTDallas.edu","6","Active",,"0","https://www.teenlearningwizards.org"
"Punjabi Cultural Association","Cultural","We intend to unite all Puniabi students on campus, regardless of religion and region of origin. We aim to educate the student body on the diverse and rich culture found in every region with a Punjabi population, whether it be India, Pakistan, or any other region","aft190002@utdallas.edu","72","Active",,"0",
